LV1 English,LV1 繁中,LV1 簡中,LV2 English,LV2 繁中,LV2 簡中,Class,Class English,Class 中文,MCH,MCH Name,MCH 中文
Meat,肉類,肉类,Poultry,家禽,家禽,23,Poultry,家禽類,20102319,Frz Bonein Duck part,凍帶骨鴨肉
Meat,肉類,肉类,Poultry,家禽,家禽,23,Poultry,家禽類,20102320,Frz Duck Cuts&Organ,凍鴨内臟
Meat,肉類,肉类,Poultry,家禽,家禽,23,Poultry,家禽類,20102321,Fresh Other Poultry,鮮其他家禽類
Meat,肉類,肉类,Poultry,家禽,家禽,23,Poultry,家禽類,20102322,Frozen Other Poultry,凍其他家禽類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,26,Hot Pot,火鍋類,20102601,Frz Hotpot Slc Pork,凍火鍋豬肉類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,26,Hot Pot,火鍋類,20102602,Frz Hotpot Slc Beef,凍火鍋牛肉類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,26,Hot Pot,火鍋類,20102603,Frz Hotpot Slc lamb,凍火鍋羊肉類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,21,Pork,豬肉類,20102106,Fresh Slice Pork ,鮮豬肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,21,Pork,豬肉類,20102115,Fr Slice Black Pork,黑豚鮮豬肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,21,Pork,豬肉類,20102121,Frz Slice Black Pork,黑豚凍豬肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,21,Pork,豬肉類,20102128,Frozen slice Pork ,凍豬肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102211,Fresh Slice Beef,鮮牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102212,Fr Slice Beef Choice,鮮牛肉切片類USDA Choice
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102213,Fr Slice Beef Prime,鮮牛肉切片類USDA Prime
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102214,Fresh Slice Beef CAB,鮮黑毛牛牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102215,Fr Slice Beef Wagyu,鮮和牛牛肉切片類
Meat,肉類,肉类,Shabu Shabu,火鍋/肉片,火锅/肉片,22,Beef,牛肉類,20102216,Fr Slice Beef JP Wag,鮮日本和牛牛肉切片類
