CURRENT 現有舊模板,,,CURRENT 現有舊模板,,,新 MCH,,,,,
LV1 English,LV1 繁中,LV1 簡中,LV2 English,LV2 繁中,LV2 簡中,Class,Class English,Class 中文,MCH,MCH Name,MCH 中文
Condiments,調料,调料,Curry,咖喱,咖喱,32 ,Sauce,調味醬料,10603243,Curry Indian Brand,咖喱印系
Condiments,調料,调料,Curry,咖喱,咖喱,32 ,Sauce,調味醬料,10603249,Curry Other,其他咖喱
Condiments,調料,调料,Chili/ Bean Sauce,辣椒醬/豆瓣醬,辣椒酱/豆瓣酱,31 ,Liquid Sauce,液體調味料,10603142,Chili Oil,辣椒油
Condiments,調料,调料,Chili/ Bean Sauce,辣椒醬/豆瓣醬,辣椒酱/豆瓣酱,31 ,Liquid Sauce,液體調味料,10603143,Prickly Ash Oil,花椒油
Condiments,調料,调料,Chili/ Bean Sauce,辣椒醬/豆瓣醬,辣椒酱/豆瓣酱,32 ,Sauce,調味醬料,10603211,Chili Paste,辣椒醬
Condiments,調料,调料,Chili/ Bean Sauce,辣椒醬/豆瓣醬,辣椒酱/豆瓣酱,32 ,Sauce,調味醬料,10603213,Soybean Paste,黃豆醬
Condiments,調料,调料,Chili/ Bean Sauce,辣椒醬/豆瓣醬,辣椒酱/豆瓣酱,32 ,Sauce,調味醬料,10603214,Bean Paste,豆瓣醬
Condiments,調料,调料,Chili/ Bean Sauce,辣椒醬/豆瓣醬,辣椒酱/豆瓣酱,32 ,Sauce,調味醬料,10603215,Fermented Soybean,豆豉
Condiments,調料,调料,Salad Dressing/Dipping,沙律醬/沾醬,沙律酱/沾酱,32 ,Sauce,調味醬料,10603224,Wasabi/Mustard,芥茉
Condiments,調料,调料,Salad Dressing/Dipping,沙律醬/沾醬,沙律酱/沾酱,34 ,Western Style Sauce,西式醬料,10603404,Ketchup,番茄醬
Condiments,調料,调料,Salad Dressing/Dipping,沙律醬/沾醬,沙律酱/沾酱,34 ,Western Style Sauce,西式醬料,10603411,Salad Drss Mnstr Brd,沙拉醬主流
Condiments,調料,调料,Salad Dressing/Dipping,沙律醬/沾醬,沙律酱/沾酱,34 ,Western Style Sauce,西式醬料,10603412,Salad Drss Jp Brd,沙拉醬日系
Condiments,調料,调料,Salad Dressing/Dipping,沙律醬/沾醬,沙律酱/沾酱,34 ,Western Style Sauce,西式醬料,10603413,Mayonnaise Mnstr Brd,美乃滋主流
Condiments,調料,调料,Salad Dressing/Dipping,沙律醬/沾醬,沙律酱/沾酱,34 ,Western Style Sauce,西式醬料,10603414,Mayonnaise Jp Brand,美乃滋日系
Condiments,調料,调料,Sugar/Salt,糖/鹽,糖/盐,35 ,"Salt, Sugar & MSG",鹽/糖/味精,10603501,Salt,食鹽
Condiments,調料,调料,Sugar/Salt,糖/鹽,糖/盐,35 ,"Salt, Sugar & MSG",鹽/糖/味精,10603502,Sea Salt,海鹽
Condiments,調料,调料,Sugar/Salt,糖/鹽,糖/盐,35 ,"Salt, Sugar & MSG",鹽/糖/味精,10603503,Mixed Salt,混合鹽
Condiments,調料,调料,Sugar/Salt,糖/鹽,糖/盐,35 ,"Salt, Sugar & MSG",鹽/糖/味精,10603511,Sugar,白砂糖
Condiments,調料,调料,Sugar/Salt,糖/鹽,糖/盐,35 ,"Salt, Sugar & MSG",鹽/糖/味精,10603512,Rock Sugar White,白冰糖
Condiments,調料,调料,Sugar/Salt,糖/鹽,糖/盐,35 ,"Salt, Sugar & MSG",鹽/糖/味精,10603513,Rock Sugar Yellow,黃冰糖
Condiments,調料,调料,Sugar/Salt,糖/鹽,糖/盐,35 ,"Salt, Sugar & MSG",鹽/糖/味精,10603514,Black/Red/Yellow Sug,黑糖/紅糖/黃糖
Condiments,調料,调料,Sugar/Salt,糖/鹽,糖/盐,35 ,"Salt, Sugar & MSG",鹽/糖/味精,10603521,Other Sugar,其他糖
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602101,Long Grain 50lb,長穀米50磅
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602102,Long Grain 25lb,長穀米25磅
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602103,Long Grain 10lb/Less,長穀米10磅及以下
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602111,Short Grain 50lb,短穀米50磅
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602112,Short Grain 25lb,短榖米25磅
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602113,ShortGrain 10lb/Less,短穀米10磅及以下
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602121,Brown Rice,糙米
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602122,Sweet Rice Round,圓糯米
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602123,Sweet Rice Long,長糯米
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602131,Other Rice,其他米
Groceries,乾貨米麵,干货米面,Rice,大米/ 糯米 /糙米,大米/ 糯米 /糙米,21 ,Rice,米,10602132,Bulk Rice,稱重米
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602501,Black Sesame,黑芝麻
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602502,White Sesame,白芝麻
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602511,Millet,小米
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602512,Red Rice,紅米
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602513,Black Rice,黑米
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602514,Sorghum,高粱
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602515,Corn Grit,玉米糝
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602516,Oats,燕麥片
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602517,Chinese Pearl Barley,薏仁
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602521,Mixed Grains,混合雜糧/雜糧粥料
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602531,Other Grain,其他雜糧
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602541,Green Bean,綠豆
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602542,Red Bean,紅豆/大紅豆
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602543,Black Bean,黑豆
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602544,Yellow Bean,黃豆
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602545,Dry Beancurd Skin,乾腐竹
Groceries,乾貨米麵,干货米面,Grains,五穀雜糧,五谷杂粮,25 ,Dry Grain & Bean,雜糧/豆類,10602546,Peanut,花生
