LV1 排序,LV1 English,LV1 簡中,LV1 繁中,LV2 排序,LV2 English,LV2 簡中,LV2 繁中,Class,Class English,Class 中文,MCH,MCH Name,MCH 中文
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,36,Chil Hot Pot Ball,冷藏火鍋丸子,10303601,Chil Hotpot meatball,冷藏火鍋肉丸類
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,36,Chil Hot Pot Ball,冷藏火鍋丸子,10303602,Chil Hotpot Sfd ball,冷藏火鍋魚丸類
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,37,Salted Meat,臘肉,10303701,Dry preserved meat,中式臘肉/臘鴨
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,37,Salted Meat,臘肉,10303702,Dry Chinese sausage,中式臘腸
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,27,Frz Hot Pot Ball,冷凍丸子,10402701,Frz Hotpot meat ball,冷凍火鍋肉丸類
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,27,Frz Hot Pot Ball,冷凍丸子,10402702,Frz Hotpot Sfd ball,冷凍火鍋魚丸類
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,28,Frz SausageBacon&Ham,冷凍香腸/培根/火腿,10402801,Frz Sausage,冷凍香腸
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,28,Frz SausageBacon&Ham,冷凍香腸/培根/火腿,10402802,Frz Bacon,冷凍培根
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.9,Meat/Seafood/Meat Balls,肉/海鲜/丸子,肉/海鮮/丸子,28,Frz SausageBacon&Ham,冷凍香腸/培根/火腿,10402803,Frz Ham,冷凍火腿
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,33,Fresh & Dried Tofu,豆腐/豆干,10303301,Chilled Tofu,冷藏豆腐
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,33,Fresh & Dried Tofu,豆腐/豆干,10303302,Chilled Dean Curd,冷藏豆乾
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,39,Chilld Pickle&Kimchi,冷藏酱菜/泡菜,10303901,Cooler Kimchi,冷藏泡菜韓式
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,39,Chilld Pickle&Kimchi,冷藏酱菜/泡菜,10303902,Cooler Pickle Ch,冷藏泡菜中式
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,39,Chilld Pickle&Kimchi,冷藏酱菜/泡菜,10303903,Pickled mustard/Oth,冷藏榨菜/醃菜
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402501,Frozen Corn,冷凍玉米
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402502,Frz Edamame Peeled,冷凍毛豆仁
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402503,Frozen Edamame W/Pod,冷凍毛豆夾
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402504,Frozen Bamboo,冷凍筍
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402505,Frozen Chestnut,冷凍板栗
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402506,Frozen Cassava,冷凍木薯
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402507,Frozen Nato,冷凍納豆
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402508,Other Frz Vegetables,其他冷凍蔬菜
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402509,Frozen Durian,冷凍榴蓮
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,25,Frozen Vege & Fruit,冷凍蔬果,10402510,Other Frz Fruit,其他冷凍水果 除榴蓮
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,26,Frozen Soy Product,冷凍豆製品,10402601,Frz Fried Soy Prod,冷凍油炸豆製品
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,26,Frozen Soy Product,冷凍豆製品,10402602,Frz Non-Fried Soy Pd,冷凍非油炸豆製品
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,26,Frozen Soy Product,冷凍豆製品,10402603,Frz Plant Based Meat,冷凍素肉
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.1,Vegetables/Fruits/Soy-based,蔬果/豆制品,蔬果/豆製品,26,Frozen Soy Product,冷凍豆製品,10402604,Oth Frz Soy Product,其他冷凍豆製品
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.11,XXXXX,预留位,預留位,,,,,,
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,41,Chilled Meal,冷藏餐食,10304101,Chilled Cooked Soup,冷藏湯類
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,41,Chilled Meal,冷藏餐食,10304102,Chilled Cooked Congee,冷藏粥類
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,41,Chilled Meal,冷藏餐食,10304103,Chilled Rice Meal,冷藏飯食
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,23,Frozen Dim Sum,冷凍包點,10402313,Frz Rice Ball/Roll,冷凍飯糰
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,23,Frozen Dim Sum,冷凍包點,10402314,Frz Rice Dplg Savory,冷凍粽子 咸
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,23,Frozen Dim Sum,冷凍包點,10402315,Frz Rice Dplg Sweet,冷凍粽子 甜
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,24,Frozen Meal,冷凍餐食,10402401,Frozen Rice Meal,冷凍飯食
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,24,Frozen Meal,冷凍餐食,10402402,Frozen Noodle Meal,冷凍麵食
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,24,Frozen Meal,冷凍餐食,10402403,Frozen Cooked Congee,冷凍粥 熟
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,24,Frozen Meal,冷凍餐食,10402404,Frozen Cooked Dish,冷凍熟菜
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,24,Frozen Meal,冷凍餐食,10402405,Frozen Cooked Soup,冷凍湯
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.12,Instant Meals,速食餐,速食餐,24,Frozen Meal,冷凍餐食,10402412,Frz Meal Mainstream,冷凍西式餐食
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,22,Rice Ball,湯圓,10402201,Frz Rice Ball Sesame,冷凍湯圓 芝麻
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,22,Rice Ball,湯圓,10402202,Frz Rice Ball Peanut,冷凍湯圓 花生
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,22,Rice Ball,湯圓,10402203,Frz Rice Ball RedBn,冷凍湯圓 紅豆
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,22,Rice Ball,湯圓,10402204,Frz Rice Ball Mixed,冷凍湯圓 混合
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,22,Rice Ball,湯圓,10402205,Frz Rice Ball Other,冷凍湯圓 其他
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,31,Chilled Noodle&Bun,冷藏麵點,10303121,Chilled Dessert/Cake,冷藏甜點/蛋糕
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,32,Frozen Dessert,冷凍冰品,10403201,Frz Boba/Topioca,冷凍珍珠粉圓
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,32,Frozen Dessert,冷凍冰品,10403202,Frz Swt Rice cake,冷凍八寶飯發糕
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,32,Frozen Dessert,冷凍冰品,10403203,Frozen Dessert Soup,冷凍甜湯
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,32,Frozen Dessert,冷凍冰品,10403204,Frz Pastry Mainstrm,冷凍糕點西餅
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,32,Wrapper&Chill Ingred,餃子皮/冷藏食材,10303206,Chilled Jello/Jelly,冷藏果凍愛玉
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,32,Wrapper&Chill Ingred,餃子皮/冷藏食材,10303207,Fermanted Rice Bev,冷藏酒釀
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.13,Rice Balls/Desserts,汤圆/甜点,湯圓/甜點,32,Wrapper&Chill Ingred,餃子皮/冷藏食材,10303208,Chilled Tofu Pudding,冷藏豆花
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403101,Ice Cream Tub Mnstrm,冰淇淋 主流桶裝
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403102,Ice Cream Bar Mnstrm,冰棒 主流
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403103,Gelato,冰淇淋 主流意式
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403104,Frozen Yogurt,酸奶冰淇淋
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403105,Ice Cream China,冰淇淋 中國
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403106,Ice Cream Taiwan,冰淇淋 台灣
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403107,Ice Cream Japan,冰淇淋 日本
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403108,Ice Cream Korea,冰淇淋 韓國
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403109,Ice Cream Se Asia,冰淇淋 東南亞
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403110,Other Ice Cream,其他冰淇淋
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,31,Ice Cream,冰淇淋,10403111,Package Ice,包裝冰塊
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,32,Frozen Dessert,冷凍冰品,10403205,Frozen Yogurt Drink,冷凍養樂多
7,Chilled/Frozen,冷藏冷冻,冷藏冷凍,7.14,Ice Cream/Popsicles,冰淇淋/冰棒,冰淇淋/冰棒,32,Frozen Dessert,冷凍冰品,10403206,Other Frozen Dessert,其他冷凍冰品飲品
8,Instant,速食,速食,8.1,XXXXX,预留位,預留位,,,,,,
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604101,Inst Noodl Bag ChBrd,速食麵袋裝中系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604102,Inst Vmcll Bag ChBrd,速食粉袋裝中系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604111,Inst Noodl Bag KrBrd,速食粉麵袋裝韓系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604112,Inst Noodl Bag JpBrd,速食粉麵袋裝日系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604113,Inst Noodl Bag ThBrd,速食粉麵裝泰系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604114,Inst Noodl Bag FlBrd,速食粉麵裝菲律賓系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604115,Inst Noodl Bag VnBrd,速食粉麵裝越南系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604121,Inst Noodle Bag Oth,速食粉麵袋裝其他
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604131,InstNoodl Bowl ChBrd,速食麵碗裝中系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604132,InstVmcll Bowl ChBrd,速食粉碗裝中系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604141,InstNoodl Bowl KrBrd,速食粉麵碗裝韓系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604142,InstNoodl Bowl JpBrd,速食粉麵碗裝日系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604143,InstNoodl Bowl ThBrd,速食粉麵碗裝泰系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604144,InstNoodl Bowl FlBrd,速食粉麵碗裝菲律賓系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604145,InstNoodl Bowl VnBrd,速食粉麵碗裝越南系
8,Instant,速食,速食,8.2,Instant Noodles,泡面/速食面,泡麵/速食麵,41,Instant Noodle,泡麵,10604151,Inst Noodle Bowl Oth,速食粉麵碗裝其他
8,Instant,速食,速食,8.3,XXXXX,预留位,預留位,,,,,,
8,Instant,速食,速食,8.4,XXXXX,预留位,預留位,,,,,,
8,Instant,速食,速食,8.5,Instant Meals,即食餐,即食餐,42,Instant Meal,即食餐點,10604201,Instant Rice,自熱米飯
8,Instant,速食,速食,8.5,Instant Meals,即食餐,即食餐,42,Instant Meal,即食餐點,10604202,Instant Hot Pot,自熱火鍋
8,Instant,速食,速食,8.5,Instant Meals,即食餐,即食餐,42,Instant Meal,即食餐點,10604203,Instant Congee/Soup,即食粥/湯
8,Instant,速食,速食,8.5,Instant Meals,即食餐,即食餐,42,Instant Meal,即食餐點,10604211,Other Instant Meal,其他速食餐點
9,Snacks,零食,零食,9.1,XXXXX,预留位,預留位,,,,,,
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,21,Cracker,鹹餅乾,10102101,Cracker Mnstr Brand,鹹餅乾主流
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,21,Cracker,鹹餅乾,10102102,Cracker Ch/Tw Brand,鹹餅乾中系台系
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,21,Cracker,鹹餅乾,10102103,Cracker Kr Brand,鹹餅乾韓系
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,21,Cracker,鹹餅乾,10102104,Cracker Jp Brand,鹹餅乾日系
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,21,Cracker,鹹餅乾,10102105,Cracker SE Asian Brd,鹹餅乾東南亞系
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,21,Cracker,鹹餅乾,10102111,Other Cracker Brand,其他鹹餅乾
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102201,Cookie Mnstr Brand,甜餅乾主流
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102209,Cookie Other Brand,甜餅乾其他
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102211,Butter Cookie US Brd,奶油曲奇美系
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102212,Butter Cookie EU Brd,奶油曲奇歐系
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102219,Butter Cookie OthBrd,奶油曲奇其他
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102221,Digestive Biscuit,雜糧/麥消化餅乾
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102222,Tuiles,瓦片餅乾
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102251,ChocCoat CookieStick,巧克力塗層餅乾棒
9,Snacks,零食,零食,9.2,Cookies/Crackers,饼干,餅乾,22,Cookie,甜餅乾/曲奇,10102261,Other Cookie,其他甜餅乾/曲奇
9,Snacks,零食,零食,9.3,XXXXX,预留位,預留位,,,,,,
9,Snacks,零食,零食,9.4,XXXXX,预留位,預留位,,,,,,
9,Snacks,零食,零食,9.5,Wafers/Egg Rolls,威化/蛋卷,威化/蛋捲,22,Cookie,甜餅乾/曲奇,10102231,Wafer Chinese Brand,威化餅乾中系
9,Snacks,零食,零食,9.5,Wafers/Egg Rolls,威化/蛋卷,威化/蛋捲,22,Cookie,甜餅乾/曲奇,10102239,Wafer Other Brand,威化餅乾其他
9,Snacks,零食,零食,9.5,Wafers/Egg Rolls,威化/蛋卷,威化/蛋捲,22,Cookie,甜餅乾/曲奇,10102241,Eggroll Ch Brand,蛋捲中系
9,Snacks,零食,零食,9.5,Wafers/Egg Rolls,威化/蛋卷,威化/蛋捲,22,Cookie,甜餅乾/曲奇,10102249,Eggroll Other Brand,蛋捲其他
9,Snacks,零食,零食,9.6,Rice Crackers/Popcorn,米果/爆米花,米果/爆米花,23,Rice Cracker&Popcorn,米果/爆米花,10102301,Rice Cracker ChTwBrd,米果中系台系
9,Snacks,零食,零食,9.6,Rice Crackers/Popcorn,米果/爆米花,米果/爆米花,23,Rice Cracker&Popcorn,米果/爆米花,10102302,Rice Cracker Kr Brd,米果韓系
9,Snacks,零食,零食,9.6,Rice Crackers/Popcorn,米果/爆米花,米果/爆米花,23,Rice Cracker&Popcorn,米果/爆米花,10102303,Rice Cracker Jp Brd,米果日系
9,Snacks,零食,零食,9.6,Rice Crackers/Popcorn,米果/爆米花,米果/爆米花,23,Rice Cracker&Popcorn,米果/爆米花,10102304,Rice Crack SEAsiaBrd,米果東南亞系
9,Snacks,零食,零食,9.6,Rice Crackers/Popcorn,米果/爆米花,米果/爆米花,23,Rice Cracker&Popcorn,米果/爆米花,10102311,Rice Cracker Oth Brd,米果其他
9,Snacks,零食,零食,9.6,Rice Crackers/Popcorn,米果/爆米花,米果/爆米花,23,Rice Cracker&Popcorn,米果/爆米花,10102321,Popcorn,爆米花
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102401,Snack Cake Mnstr Brd,零食蛋糕主流
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102402,Snack Cake Ch/Tw Brd,零食蛋糕中系台系
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102403,Snack Cake Jp Brand,零食蛋糕日系
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102404,Snack Cake Kr Brand,零食蛋糕韓系
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102411,Snack Cake Oth Brand,零食蛋糕其他
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102421,Snack Bread MnstrBrd,零食麵包主流
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102422,Snack Bread ChTw Brd,零食麵包中系台系
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102423,Snack Bread Jp Brand,零食麵包日系
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102424,Snack Bread Kr Brand,零食麵包韓系
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,24,Pastry,糕餅點心,10102431,Snack Bread Oth Brd,零食麵包其他
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,43,Brand Bakery SSL,供應商烘培短保,10104301,Toast,吐司
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,43,Brand Bakery SSL,供應商烘培短保,10104302,Roll,餐包
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,43,Brand Bakery SSL,供應商烘培短保,10104303,Tortilla,卷餅
9,Snacks,零食,零食,9.7,Cakes/Breads,蛋糕/面包,蛋糕/麵包,43,Brand Bakery SSL,供應商烘培短保,10104309,Other Brd Bakery SSL,其他供應商烘培短保
9,Snacks,零食,零食,9.8,XXXXX,预留位,預留位,,,,,,
9,Snacks,零食,零食,9.9,Pastries,酥饼/糕点,酥餅/糕點,24,Pastry,糕餅點心,10102441,Fruit Cake,水果酥
9,Snacks,零食,零食,9.9,Pastries,酥饼/糕点,酥餅/糕點,24,Pastry,糕餅點心,10102442,Red/Mungbean Pastry,紅豆綠豆酥餅/糕
9,Snacks,零食,零食,9.9,Pastries,酥饼/糕点,酥餅/糕點,24,Pastry,糕餅點心,10102443,Sachima Soft Cake,沙琪瑪
9,Snacks,零食,零食,9.9,Pastries,酥饼/糕点,酥餅/糕點,24,Pastry,糕餅點心,10102445,Puff Cookie,泡芙
9,Snacks,零食,零食,9.1,XXXXX,预留位,預留位,,,,,,
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102601,Gummy Mnstr Brand,軟糖主流
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102609,Gummy Other Brand,軟糖其他
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102611,Hard Candy Mnstr Brd,硬糖主流
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102619,Hard Candy Other Brd,硬糖其他
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102621,Gum Mainstream Brand,口香糖主流
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102629,Gum Other Brand,口香糖其他
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102631,Mints Mnstr Brand,薄荷糖主流
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102639,Mints Other Brand,薄荷糖其他
9,Snacks,零食,零食,9.11,Candy/Chocolate,糖果/巧克力,糖果/巧克力,26,Candy,糖果,10102641,Candied Nuts,果仁酥糖
