LV1 排序,LV1 English,LV1 簡中,LV1 繁中,LV2 排序,LV2 English,LV2 簡中,LV2 繁中,Class,Class English,Class 中文,MCH,MCH Name,MCH 中文
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,54,Juice,果汁,10105401,Condensed Juice,濃縮果汁
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,54,Juice,果汁,10105411,Juice >50% Mnstr Brd,果汁含量>50%主流
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,54,Juice,果汁,10105412,Juice >50% Other Brd,果汁含量>50%其他
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,54,Juice,果汁,10105421,Juice <=50% MnstrBrd,果汁含量<=50%主流
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,54,Juice,果汁,10105422,Juice <=50% OtherBrd,果汁含量<=50%其他
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,54,Juice,果汁,10105431,Coconut Water,椰子水
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,54,Juice,果汁,10105432,Fruit Vinegar,果醋
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,54,Juice,果汁,10105441,Other Juice,其他果汁
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302601,Chill Orange JC>50%,冷藏橙汁 >50%
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302602,Chill Apple JC>50%,冷藏蘋果汁>50%
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302603,Chill Cranbry JC>50%,冷藏蔓越莓汁>50%
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302604,Chill Grapeft JC>50%,冷藏西柚汁>50%
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302605,Chill Grape JC>50%,冷藏葡萄汁>50%
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302606,Chill Pomgrnt JC>50%,冷藏石榴汁>50%
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302607,Chill Mixed JC>50%,冷藏混合果汁>50%
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302608,Chill Juice Bev<50%,冷藏果汁飲品<=50% 
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302609,Chilled Lemonade,冷藏檸檬水
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302610,Cold Pressed JC>50%,冷藏冷榨混合果汁 >50%
10,Beverages,饮品,飲品,10.1,Juices/Fruit Drinks,果汁/水果饮,果汁/水果飲,26,Chilled Juice,冷藏果汁,10302612,Other Chilled Bev,其他冷藏飲料
10,Beverages,饮品,飲品,10.11,XXXXX,预留位,預留位,,,,,,
10,Beverages,饮品,飲品,10.12,Plant Milk/Yogurt Drinks,植物奶/乳酸饮料,植物奶/乳酸飲料,55,PlantMilk&YogurtDrk,植物奶/乳酸飲,10105501,Soy Milk,豆奶
10,Beverages,饮品,飲品,10.12,Plant Milk/Yogurt Drinks,植物奶/乳酸饮料,植物奶/乳酸飲料,55,PlantMilk&YogurtDrk,植物奶/乳酸飲,10105502,Almond Milk,杏仁奶
10,Beverages,饮品,飲品,10.12,Plant Milk/Yogurt Drinks,植物奶/乳酸饮料,植物奶/乳酸飲料,55,PlantMilk&YogurtDrk,植物奶/乳酸飲,10105503,Oat Milk,燕麥奶
10,Beverages,饮品,飲品,10.12,Plant Milk/Yogurt Drinks,植物奶/乳酸饮料,植物奶/乳酸飲料,55,PlantMilk&YogurtDrk,植物奶/乳酸飲,10105504,Rice Milk,米漿飲品
10,Beverages,饮品,飲品,10.12,Plant Milk/Yogurt Drinks,植物奶/乳酸饮料,植物奶/乳酸飲料,55,PlantMilk&YogurtDrk,植物奶/乳酸飲,10105505,Coconut Milk,椰子奶
10,Beverages,饮品,飲品,10.12,Plant Milk/Yogurt Drinks,植物奶/乳酸饮料,植物奶/乳酸飲料,55,PlantMilk&YogurtDrk,植物奶/乳酸飲,10105511,Yogurt Drink,常溫乳酸飲料
10,Beverages,饮品,飲品,10.12,Plant Milk/Yogurt Drinks,植物奶/乳酸饮料,植物奶/乳酸飲料,55,PlantMilk&YogurtDrk,植物奶/乳酸飲,10105521,Oth PltMilkYogurtDrk,其他植物蛋白/乳酸飲料
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,61,Health Food,保健食品,10606101,Swallow Nest,燕窩
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,61,Health Food,保健食品,10606102,Swallow Nest Drink,燕窩飲品
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,61,Health Food,保健食品,10606111,Ginseng,人參
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,61,Health Food,保健食品,10606112,Ginseng Drink,人參飲品
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,61,Health Food,保健食品,10606121,Chicken Essence,雞精
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,61,Health Food,保健食品,10606122,Cordyceps,蟲草
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,61,Health Food,保健食品,10606131,Other Health Food,其他保健食品
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,56,Sports Drink,運動飲料,10105601,Sports Drink Mnstr,運動飲料主流
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,56,Sports Drink,運動飲料,10105602,Sports Drink Other,運動飲料其他
10,Beverages,饮品,飲品,10.13,Health/Sports/Energy Drinks,保健/运动/能量饮,保健/運動/能量飲,57,Coffee&Energy Drink,咖啡/能量飲料,10105721,Energy Drink,能量飲品
11,Pantry,干货,乾貨,11.1,XXXXX,预留位,預留位,,,,,,
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602101,Long Grain 50lb,長穀米50磅
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602102,Long Grain 25lb,長穀米25磅
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602103,Long Grain 10lb/Less,長穀米10磅及以下
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602111,Short Grain 50lb,短穀米50磅
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602112,Short Grain 25lb,短榖米25磅
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602113,ShortGrain 10lb/Less,短穀米10磅及以下
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602121,Brown Rice,糙米
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602122,Sweet Rice Round,圓糯米
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602123,Sweet Rice Long,長糯米
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602131,Other Rice,其他米
11,Pantry,干货,乾貨,11.2,Rice,米,米,21,Rice,米,10602132,Bulk Rice,稱重米
11,Pantry,干货,乾貨,11.3,Noodles/Rice Paper,面条/米纸,麵條/米紙,23,Noodle & Vermicelli,麵條/粉絲,10602301,Wheat Noodle,麵條
11,Pantry,干货,乾貨,11.3,Noodles/Rice Paper,面条/米纸,麵條/米紙,23,Noodle & Vermicelli,麵條/粉絲,10602302,Rice Noodle/Stick,米粉/粿條
11,Pantry,干货,乾貨,11.3,Noodles/Rice Paper,面条/米纸,麵條/米紙,23,Noodle & Vermicelli,麵條/粉絲,10602303,Rice Paper,米紙
11,Pantry,干货,乾貨,11.3,Noodles/Rice Paper,面条/米纸,麵條/米紙,23,Noodle & Vermicelli,麵條/粉絲,10602304,Bean Thread,冬粉/粉絲
11,Pantry,干货,乾貨,11.3,Noodles/Rice Paper,面条/米纸,麵條/米紙,23,Noodle & Vermicelli,麵條/粉絲,10602305,Potato Noodle,粉皮
11,Pantry,干货,乾貨,11.3,Noodles/Rice Paper,面条/米纸,麵條/米紙,23,Noodle & Vermicelli,麵條/粉絲,10602306,Sweat Potato Noodle,紅薯粉/苕粉
11,Pantry,干货,乾貨,11.3,Noodles/Rice Paper,面条/米纸,麵條/米紙,23,Noodle & Vermicelli,麵條/粉絲,10602307,Pasta,義大利麵
11,Pantry,干货,乾貨,11.3,Noodles/Rice Paper,面条/米纸,麵條/米紙,23,Noodle & Vermicelli,麵條/粉絲,10602311,Other Noodle,其他麵條米綫
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602501,Black Sesame,黑芝麻
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602502,White Sesame,白芝麻
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602511,Millet,小米
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602512,Red Rice,紅米
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602513,Black Rice,黑米
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602514,Sorghum,高粱
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602515,Corn Grit,玉米糝
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602516,Oats,燕麥片
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602517,Chinese Pearl Barley,薏仁
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602521,Mixed Grains,混合雜糧/雜糧粥料
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602531,Other Grain,其他雜糧
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602541,Green Bean,綠豆
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602542,Red Bean,紅豆/大紅豆
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602543,Black Bean,黑豆
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602544,Yellow Bean,黃豆
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602551,Other Bean,其他豆類
11,Pantry,干货,乾貨,11.4,Grains/Beans,五谷杂粮,五穀雜糧,25,Dry Grain & Bean,雜糧/豆類,10602552,Bulk Grain & Bean,稱重雜糧豆類
11,Pantry,干货,乾貨,11.5,XXXXX,预留位,預留位,,,,,,
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602601,Dry Mushroom,乾香菇
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602602,Dry AgrocybeAegerita,乾茶樹菇
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602603,Dry Black Fungus,乾黑木耳
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602604,Dry White Fungus,乾銀耳
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602611,Other Dry Mushroom,其他乾菇
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602621,Dry Seaweed,紫菜
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602622,Dry Kelp,乾海帶
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602631,Dry Date,紅棗
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602632,Dry Longan,桂圓乾
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602633,Dry Lotus Seed,蓮子
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602634,Dry Matrimony Vine,枸杞
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602635,Dry Grape,葡萄乾
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602636,Dry Lily Root,百合乾
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602641,Dry Herb,乾貨草藥
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602651,Dry Vegetable,菜乾
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602661,Other Dry Vege/Goods,其他南北乾貨
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,26,Dry Vege & Goods,南北乾貨,10602662,Bulk Dry Vege &Goods,稱重南北乾貨
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,25,Dry Grain & Bean,雜糧/豆類,10602545,Dry Beancurd Skin,乾腐竹
11,Pantry,干货,乾貨,11.6,Dry Groceries,南北干货,南北乾貨,25,Dry Grain & Bean,雜糧/豆類,10602546,Peanut,花生
11,Pantry,干货,乾貨,11.7,XXXXX,预留位,預留位,,,,,,
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602201,Wheat Flour,小麥麵粉
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602202,Rice Flour,稻米粉
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602203,Corn Flour,玉米麵粉
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602211,Starch,澱粉類
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602212,Batter Mix,油炸粉
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602213,Panko,麵包粉
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602231,Baking Powder/Yeast,蘇打粉/酵母
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602241,Other Flour,其他麵粉
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602242,Bulk Flour,稱重麵粉
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602221,Gelatin/Agar Mix,果凍粉/洋菜
11,Pantry,干货,乾貨,11.8,Flours/Gelatin/Tapioca,烹饪烘培粉/吉利丁/粉圆,烹飪烘培粉/吉利丁/粉圓,22,Flour,麵粉,10602222,Tapioca Pearl / Boba,西谷米
12,Condiments,调味料,調味料,12.1,XXXXX,预留位,預留位,,,,,,
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603101,Soy/Ssn Sauce Ch Brd,醬油/調味汁中系
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603102,Soy/Ssn Sauce Tw Brd,醬油/調味汁台系
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603103,Soy/Ssn Sauce Jp Brd,醬油/調味汁日系
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603111,Other Soy Sauce,其他醬油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603141,Sesame Oil,芝麻油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603142,Chili Oil,辣椒油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603143,Prickly Ash Oil,花椒油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603151,Other Sauce Oil,其它調味油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603121,Vinegar,醋
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,31,Liquid Sauce,液體調味料,10603131,Cooking Wine,料酒
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,33,Southeast Asia Sauce,東南亞調味料,10603301,Liquid Sauce Vn Brd,液體調味料越系
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,33,Southeast Asia Sauce,東南亞調味料,10603311,Liquid Sauce Fl Brd,液體調味料菲系
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,33,Southeast Asia Sauce,東南亞調味料,10603321,Liquid Sauce Th Brd,液體調味料泰系
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602401,Bean Oil,大豆油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602402,Peanut Oil,花生油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602403,Corn Oil,玉米油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602404,Canola Oil,菜籽油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602405,Tea Oil,茶油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602406,Sunfiower Oil,葵花籽油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602407,Oliver Oil,橄欖油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602411,Mixed Oil,混合油
12,Condiments,调味料,調味料,12.2,Soy Sauces/Vinegars/Cooking Wine/Oils,酱醋/油/料酒/调味油,醬醋/油/料酒/調味油,24,Cooking Oil,食用油,10602421,Other Oil,其它油
12,Condiments,调味料,調味料,12.3,XXXXX,预留位,預留位,,,,,,
12,Condiments,调味料,調味料,12.4,XXXXX,预留位,預留位,,,,,,
12,Condiments,调味料,調味料,12.5,XXXXX,预留位,預留位,,,,,,
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603201,Oyster/Hoisin Sauce,蠔油/海鮮醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603211,Chili Paste,辣椒醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603212,Garlic Paste,蒜蓉醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603213,Soybean Paste,黃豆醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603214,Bean Paste,豆瓣醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603215,Fermented Soybean,豆豉
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603216,Fermented Bean Curd,豆腐乳
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603217,Mixed Sauce Paste,混合調味醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603231,BBQ Paste Kr Brand,燒烤醬韓系
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603232,BBQ Paste Jp Brand,燒烤醬日系
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603239,BBQ Paste Other,燒烤醬其他
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603241,Curry Japanese Brand,咖喱日系
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603242,Curry SE Asian Brand,咖喱東南亞系
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603243,Curry Indian Brand,咖喱印系
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603249,Curry Other,其他咖喱
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603221,Sesame Paste,芝麻醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603222,Peanut Paste,花生醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603223,Sasha Jam,沙茶醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,32,Sauce,調味醬料,10603271,Other Sauce,其他調味醬料
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,33,Southeast Asia Sauce,東南亞調味料,10603302,Sauce Vietnam Brand,調味醬料越系
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,33,Southeast Asia Sauce,東南亞調味料,10603312,Sauce Filipino Brand,調味醬料菲系
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,33,Southeast Asia Sauce,東南亞調味料,10603322,Sauce Thailand Brand,調味醬料泰系
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,33,Southeast Asia Sauce,東南亞調味料,10603331,Other SE Asian Sauce,其他東南亞調味料
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,34,Western Style Sauce,西式醬料,10603421,Pasta Sauce,義大利面醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,34,Western Style Sauce,西式醬料,10603431,Oth Wst Style Sauce,其他西式醬料
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,40,Chilled Sauce & Miso,冷藏醬料/味噌,10304001,Clr Bean/chili Paste,冷藏豆醬辣醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,40,Chilled Sauce & Miso,冷藏醬料/味噌,10304002,Cooler Miso JP style,冷藏味增
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,40,Chilled Sauce & Miso,冷藏醬料/味噌,10304003,Clr Shrmp/fish paste,冷藏蝦/鱼醬
12,Condiments,调味料,調味料,12.6,Sauces/Pastes,调味酱,調味醬,40,Chilled Sauce & Miso,冷藏醬料/味噌,10304004,Other Cooler Sauce,其他酱料
