CURRENT 現有舊模板,,,CURRENT 現有舊模板,,,新 MCH,,,,,
LV1 English,LV1 繁中,LV1 簡中,LV2 English,LV2 繁中,LV2 簡中,Class,Class English,Class 中文,MCH,MCH Name,MCH 中文
Home,日用百貨,日用百货,Utensils,餐具,餐具,64,Dinnerware,餐具,10506451,Chopsticks Bamboo,竹筷
Home,日用百貨,日用百货,Utensils,餐具,餐具,64,Dinnerware,餐具,10506452,Chopsticks Wood,木筷
Home,日用百貨,日用百货,Utensils,餐具,餐具,64,Dinnerware,餐具,10506453,Chopsticks Metal,金屬筷
Home,日用百貨,日用百货,Utensils,餐具,餐具,64,Dinnerware,餐具,10506459,Chopsticks Other,其他筷子
Home,日用百貨,日用百货,Utensils,餐具,餐具,64,Dinnerware,餐具,10506461,Other Dinnerware,其他餐具
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506601,Cup China,水杯瓷器
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506602,Cup Glass,水杯玻璃
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506603,Cup Stainless Steel,水杯不鏽鋼
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506604,Cup Plastic,水杯塑膠
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506611,Thermo Water Bottle,保溫杯
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506621,Kids Water Bottle,兒童水壺
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506622,Sport Water Bottle,運動水壺
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506631,Tea Pot/Set,茶壺/套裝
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506632,Jug,水壺
Home,日用百貨,日用百货,Utensils,餐具,餐具,66,Drinkware,水杯水具,10506641,Oth Cup Water Bottle,其他水杯水壺
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,31,Laundry Detergent,衣物洗滌,10503101,Laundry Liquid,洗衣液
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,31,Laundry Detergent,衣物洗滌,10503102,Laundry Pacs,洗衣凝珠
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,31,Laundry Detergent,衣物洗滌,10503103,Laundry Powder,洗衣粉
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,31,Laundry Detergent,衣物洗滌,10503104,Laundry Soap,洗衣皂
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,31,Laundry Detergent,衣物洗滌,10503105,Fabric Softner,衣物柔順劑
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,31,Laundry Detergent,衣物洗滌,10503107,Laundry Sanitizer,衣物除菌液
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,31,Laundry Detergent,衣物洗滌,10503111,Oth LaundryDetergent,其他衣物洗滌
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,31,Laundry Detergent,衣物洗滌,10503106,Dryer Sheets,烘衣紙
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,32,Kitchen Detergent,廚房清潔,10503201,Detergent Dish,洗潔精餐具
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,32,Kitchen Detergent,廚房清潔,10503202,Detergent Vege Fruit,洗潔精蔬果
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,32,Kitchen Detergent,廚房清潔,10503203,Detergent DishWasher,洗潔精洗碗機用
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,32,Kitchen Detergent,廚房清潔,10503204,Kitchen Cleaner,油污清潔劑
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,32,Kitchen Detergent,廚房清潔,10503211,Oth KitchenDetergent,其他廚房清潔
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,33,Home Cleaner,家居清潔,10503301,Cleaner Toilet,潔廁劑
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,33,Home Cleaner,家居清潔,10503302,Cleaner Bath,清潔劑浴室
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,33,Home Cleaner,家居清潔,10503303,Cleaner Glass,清潔劑玻璃
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,33,Home Cleaner,家居清潔,10503304,Cleaner All-purpose,多功能清潔劑
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,33,Home Cleaner,家居清潔,10503305,Bleach,漂白水
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,33,Home Cleaner,家居清潔,10503306,Disinfecting Wipe,消毒濕巾
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,33,Home Cleaner,家居清潔,10503311,Other Home Cleaner,其它家居清潔
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,33,Home Cleaner,家居清潔,10503321,Pesticide,殺蟲劑
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503501,Mop,拖把
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503502,Broom,掃把
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503503,Mop Bucket,拖把桶
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503504,Dustpan,簸箕
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503505,Dustbin,垃圾桶
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503506,Toilet Brush,馬桶刷
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503511,Rubber Gloves,塑膠手套
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503513,Cleaning Cloth,抹布
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503514,Kitchen Sponge,百潔布
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503515,Cup Brush,杯刷
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503516,Frying Pan Brush,鍋刷
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503517,Brush,刷子
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503518,Metal Scrubber,鋼絲球
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503521,Other Cleaning Tool,其他清潔用品
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,35,Cleaning Tool,清潔工具,10503512,Apron,圍裙
Home,日用百貨,日用百货,Cleaning,清潔用品,清洁用品,45,Disposable Tableware,一次性餐具,10504507,Trash Bag,垃圾袋
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505101,Formula 0-6m,0-6月階段
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505102,Formula 6-12m,6-12月階段
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505103,Formula 1-3y,1-3歲階段
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505104,Formula Over 3y,>3歲階段
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,51,Baby Formula & Food,嬰兒配方奶粉/食品,10505105,Baby Food,嬰兒食品
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505201,Size New Born,紙尿褲新生嬰兒
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505202,Size S,紙尿褲小碼
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505203,Size M,紙尿褲中碼
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505204,Size L,紙尿褲大碼
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505205,Size XL,紙尿褲加大碼
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505206,Size XXL/More,紙尿褲加加大碼及以上
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,52,Diaper & Wipe,嬰兒紙尿褲/濕巾,10505211,Baby Wipe,嬰兒濕巾
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,53,Baby Care,嬰兒洗護,10505301,Baby Wash,嬰兒洗浴
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,53,Baby Care,嬰兒洗護,10505302,Baby Powder,嬰兒爽身粉
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,53,Baby Care,嬰兒洗護,10505303,Baby Lotion,嬰兒潤體乳
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,53,Baby Care,嬰兒洗護,10505304,Baby Laundry,嬰兒洗衣液
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,53,Baby Care,嬰兒洗護,10505311,Other Baby Care,其他嬰兒洗護
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,54,Pet,寵物用品,10505401,Dog Food,狗糧
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,54,Pet,寵物用品,10505402,Cat Food,貓糧
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,54,Pet,寵物用品,10505411,Pet Toy & Other,寵物玩具/其他
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503401,Air Freshener Spray,空氣清新劑噴罐
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503402,Air Freshener Gel,空氣清新劑啫喱
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503403,Air Freshener Liquid,空氣清新劑香液
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503404,Air Freshener forCar,空氣清新劑車用
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,34,Air Freshener,空氣清新劑,10503411,Air Freshener Other,空氣清新劑其他
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,41,Bath Tissue,衛生紙,10504101,13 Rolls/More,13卷及以上
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,41,Bath Tissue,衛生紙,10504102,7-12 Rolls,7-12卷
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,41,Bath Tissue,衛生紙,10504103,6 Rolls/Less,6卷及以下
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,41,Bath Tissue,衛生紙,10504111,Flushable Wipe,濕廁紙
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,42,Paper Towel,廚房紙巾,10504201,Kitchen Towel,廚房紙巾
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,42,Paper Towel,廚房紙巾,10504202,Kitchen Wipe,廚房濕巾
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,43,Facial Tissue,面巾紙,10504301,Napkin,餐巾紙
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,43,Facial Tissue,面巾紙,10504302,Facial Tissue,面巾紙
Home,日用百貨,日用百货,Other Home Product,其他家用,其他家用,43,Facial Tissue,面巾紙,10504311,Hand Wipe,手臉濕巾
